id,topic_id,type,text,answer,options,irt_a,irt_b
317,10,MCQ,"Under the POSIX standard, if a multi-threaded process calls `fork()`, what is the state of the threads and synchronization primitives (such as mutex locks) in the newly created child process?","""B""","{""A"": ""All threads from the parent process are duplicated in the child process, and all mutexes retain their exact lock states."", ""B"": ""Only the calling thread is duplicated in the child process, which can lead to deadlocks if another thread held a mutex lock at the time of the fork."", ""C"": ""Only the main thread of the process is duplicated in the child process, and all active mutexes are automatically unlocked by the kernel."", ""D"": ""All threads are duplicated, but the kernel resets all mutexes to an unlocked state to prevent deadlocks.""}",1.2,1
318,10,MCQ,Which of the following sets of instructions must be strictly restricted to execution in Kernel Mode to prevent a user-space process from compromising the isolation and stability of the entire system?,"""A""","{""A"": ""Disabling all interrupts, changing the memory map, and setting the system time-of-day clock."", ""B"": ""Reading the system time-of-day clock, allocating memory on the heap, and writing to a local file."", ""C"": ""Spawning a child process via a system call, reading the CPU's program counter, and disabling interrupts."", ""D"": ""Changing the memory map, reading the system time-of-day clock, and executing a user-space library function.""}",1.2,1
319,9,MCQ,What is the name of the penguin mascot for the Linux operating system?,"""B""","{""A"": ""Minix"", ""B"": ""Tux"", ""C"": ""Gnu"", ""D"": ""Pintos""}",1,-1
320,9,MCQ,Which microkernel operating system has been formally verified to prove its correctness?,"""A""","{""A"": ""seL4"", ""B"": ""Linux"", ""C"": ""Windows NT"", ""D"": ""Pintos""}",1,-1
324,9,MCQ,Which of the following is a characteristic of an operating system running in User Mode?,"""C""","{""A"": ""It has full access to the CPU's privileged instructions."", ""B"": ""It has direct read and write access to any part of memory."", ""C"": ""It is unprivileged and must use system calls to interact with the kernel."", ""D"": ""It has complete, direct access to all connected hardware devices.""}",1,-0.5
325,9,MCQ,What is a key characteristic of a monolithic kernel?,"""B""","{""A"": ""It runs separate servers for file access and device I/O as processes in user-mode."", ""B"": ""It executes all parts of the kernel within a single address space."", ""C"": ""It relies entirely on user-level servers to achieve high performance."", ""D"": ""It is a minimal kernel that provides only very basic IPC functionality.""}",1,-0.5
329,9,MCQ,Which of the following operations can be safely executed in both user mode and kernel mode without requiring elevated privileges?,"""C""","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Changing the system's memory map"", ""C"": ""Reading the time of day clock"", ""D"": ""Setting the system's time of day""}",1,0
330,9,MCQ,"What is a key design compromise of a hybrid kernel, such as the Windows NT kernel, when compared to a pure microkernel?","""B""","{""A"": ""It moves all device drivers into user space to maximize system reliability."", ""B"": ""It runs some server components in kernel space to reduce inter-process communication (IPC) overhead."", ""C"": ""It runs the entire operating system as a single executable within a single address space."", ""D"": ""It completely eliminates the use of system calls for user-space processes.""}",1,0
334,9,MCQ,"Which of the following best describes the architectural trade-offs and structural differences between monolithic, microkernel, and hybrid kernel designs?","""A""","{""A"": ""Monolithic kernels execute all components in a single address space to maximize performance but risk total system crashes if any component fails, whereas microkernels run services as user-mode processes to isolate failures at the cost of high IPC overhead, and hybrid kernels run some server-structured components in kernel space to reduce this overhead."", ""B"": ""Microkernels achieve superior performance over monolithic kernels by executing all device drivers and file systems directly in kernel mode, while monolithic kernels run these services as isolated user-mode processes to ensure robustness."", ""C"": ""Hybrid kernels eliminate the need for any transition between user mode and kernel mode by running both user processes and system services in a single, unprivileged address space."", ""D"": ""Monolithic kernels are highly portable because their components are strictly decoupled into independent user-mode servers, whereas microkernels are monolithic executables that require a complete rewrite to port to a new CPU architecture.""}",1.1,0.5
339,9,MCQ,"When comparing kernel architectures, how does the hybrid design of the Windows NT kernel compromise between the characteristics of monolithic kernels and pure microkernels?","""A""","{""A"": ""It structures components like a microkernel but runs most of them in kernel memory, eliminating the high inter-process communication (IPC) overhead of a pure microkernel at the cost of robustness, as a component failure can still crash the entire system."", ""B"": ""It implements all device drivers as isolated user-mode processes to match the robustness of a microkernel, while using a Hardware Abstraction Layer (HAL) to bypass the performance costs of system transitions."", ""C"": ""It operates as a monolithic kernel but uses a virtual machine monitor to run system services in isolated containers, achieving both the high performance of monolithic systems and the fault tolerance of microkernels."", ""D"": ""It places the entire file system and scheduler in user space to simplify debugging and correctness verification, while keeping only the hardware-specific layers in kernel space to minimize IPC overhead.""}",1.2,1
108,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Improved protection, because code running in kernel mode is restricted from causing damage to other processes."", ""B"": ""Enhanced reliability, since a process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Better security, as isolating applications in user space restricts the damage a malicious program can do."", ""D"": ""Significantly increased performance, because transitioning between user mode and kernel mode has zero overhead.""}",1,-1
113,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""A"", ""C"", ""D""]","{""A"": ""Improved protection, as code running in kernel mode can cause significant damage if corrupted, so restricting access is safer."", ""B"": ""Elimination of all performance overhead during system calls and transitions."", ""C"": ""Increased reliability, because a process running in user-mode can crash and be restarted without bringing down the entire system."", ""D"": ""Enhanced security, as isolating applications in user space restricts the damage a malicious program can do.""}",1,-0.5
118,9,MULTI_MCQ,Which of the following statements correctly describe the trade-offs between monolithic kernels and microkernels?,"[""A"", ""B""]","{""A"": ""Monolithic kernels generally offer better performance because all components run in the same address space, avoiding high IPC overhead."", ""B"": ""Microkernels are more robust because a failure in a server (such as a device driver) does not necessarily bring down the entire system."", ""C"": ""Monolithic kernels are easier to test and prove correct due to their unified structure."", ""D"": ""Microkernels have lower IPC (Inter-Process Communication) overhead compared to monolithic kernels.""}",1,0
122,9,MULTI_MCQ,"Which of the following statements accurately describe the design trade-offs and characteristics of monolithic, microkernel, or hybrid kernel architectures?","[""A"", ""B"", ""D""]","{""A"": ""In a monolithic kernel design, all components (such as device drivers and file systems) execute in a single address space, meaning a failure in one component can crash the entire system."", ""B"": ""Microkernels improve system robustness by running services like file access and device I/O as separate user-mode processes, allowing them to crash and restart without bringing down the entire system."", ""C"": ""Hybrid kernels run all system services and user applications in kernel space to entirely eliminate the performance overhead associated with user-mode transitions."", ""D"": ""The modularity of microkernels reduces kernel complexity and makes testing components in isolation easier, but it introduces significant inter-process communication (IPC) overhead.""}",1.1,0.5
127,9,MULTI_MCQ,"Evaluate the architectural trade-offs and characteristics of Monolithic, Microkernel, and Hybrid kernel designs. Which of the following statements correctly describe these designs?","[""A"", ""B""]","{""A"": ""In a monolithic kernel, all components execute in a single address space, which facilitates fast communication but means a failure in any single component can crash the entire system."", ""B"": ""In a microkernel architecture, because servers run as user-mode processes, they can fail or be restarted without bringing down the entire system, though this introduces significant IPC overhead."", ""C"": ""A hybrid kernel, such as the Windows NT kernel, completely eliminates the risk of system-wide crashes (like the blue screen of death) by running all of its server components strictly in user space."", ""D"": ""In the Windows NT design, the kernel layer contains most of the operating system services, while the executive layer is restricted solely to thread scheduling, synchronization, and CPU management.""}",1.2,1
161,9,MULTI_MCQ,Which of the following are characteristics of a process running in User Mode?,"[""B"", ""C""]","{""A"": ""It has full access to CPU's privileged instructions."", ""B"": ""It is unprivileged and must use system calls to interact with the kernel."", ""C"": ""It is isolated from other processes."", ""D"": ""It has read/write access to any part of memory.""}",1,-1
164,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Protection: Code running in kernel mode is restricted from causing damage to other processes or the kernel."", ""B"": ""Reliability: A process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Security: Isolating applications as processes running in user space restricts the damage a malicious program could do."", ""D"": ""Performance: Transitions between user mode and kernel mode are extremely fast and carry zero overhead.""}",1,-0.5
168,9,MULTI_MCQ,Which of the following operations should typically be restricted to execution in kernel mode to maintain system security and stability?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling hardware interrupts"", ""B"": ""Reading the system's time of day clock"", ""C"": ""Modifying the memory map"", ""D"": ""Setting the system's time of day""}",1,0
169,9,MULTI_MCQ,Which of the following are characteristics or advantages of a microkernel architecture compared to a monolithic kernel architecture?,"[""B"", ""C""]","{""A"": ""Lower inter-process communication (IPC) overhead"", ""B"": ""Increased system robustness, as individual server failures do not bring down the entire operating system"", ""C"": ""A smaller, less complex kernel that is easier to test and formally verify"", ""D"": ""Faster communication between operating system components due to a single shared address space""}",1,0
171,9,MULTI_MCQ,Which of the following operations or instructions are typically restricted to running exclusively in kernel mode to maintain system integrity and protection?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Reading the current time of day clock"", ""C"": ""Modifying the memory map"", ""D"": ""Setting the system's time of day clock""}",1.1,0.5
172,9,MULTI_MCQ,Which of the following statements correctly describe the trade-offs and characteristics of different operating system kernel architectures?,"[""A"", ""B""]","{""A"": ""Monolithic kernels run all components in a single address space, which improves performance but reduces robustness since a failure in one component can crash the entire system."", ""B"": ""Microkernels achieve high robustness by running services like file systems and device drivers as user-mode processes, but they suffer from high inter-process communication (IPC) overhead."", ""C"": ""Hybrid kernels, such as Windows NT, run all of their components strictly in user space to eliminate the risk of a blue screen of death."", ""D"": ""Dynamically loadable modules in monolithic kernels run in user mode to ensure protection while allowing components to be loaded without restarting the system.""}",1.1,0.5
176,9,MULTI_MCQ,"To maintain system protection, security, and reliability, certain operations must be strictly restricted to execution in Kernel Mode. Which of the following instructions or actions are restricted solely to Kernel Mode?","[""A"", ""C"", ""D""]","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Reading the system's time-of-day clock"", ""C"": ""Modifying the active memory map of the processor"", ""D"": ""Modifying the system's time of day setting""}",1.2,1
177,9,MULTI_MCQ,"When comparing operating system kernel architectures, which of the following statements accurately describe the trade-offs and structural characteristics of monolithic, microkernel, or hybrid designs?","[""A"", ""B"", ""D""]","{""A"": ""Monolithic kernels offer high performance because all components run in a single address space, but they suffer from lower robustness since a failure in any component can crash the entire system."", ""B"": ""Microkernels improve system reliability and correctness by running components like device drivers and file systems as isolated user-mode processes, but this introduces significant IPC performance overhead."", ""C"": ""Hybrid kernels eliminate all user-level servers to achieve the exact same robustness as microkernels while maintaining the raw performance of monolithic kernels."", ""D"": ""In a hybrid kernel design, such as Windows NT, some components are structured as servers but run within kernel space to reduce inter-process communication (IPC) overhead.""}",1.2,1
229,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Protection: Code running in kernel mode is restricted from causing damage to other processes or the kernel."", ""B"": ""Reliability: A process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Security: Isolating applications as processes running in user space restricts the damage a malicious program can do."", ""D"": ""Performance: Transitioning between user mode and kernel mode is extremely fast and has zero overhead.""}",1,-1
232,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Protection: Code running in kernel mode is restricted from causing damage to other processes or the kernel."", ""B"": ""Reliability: A process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Security: Isolating applications as processes running in user space restricts the damage a malicious program can do."", ""D"": ""Performance: Transitions between user mode and kernel mode are extremely fast and have zero overhead.""}",1,-0.5
233,9,MULTI_MCQ,Which of the following characteristics are typical of a Monolithic Kernel?,"[""A"", ""B"", ""D""]","{""A"": ""The kernel runs as a single executable with its own address space."", ""B"": ""All parts of the kernel (such as the file system, scheduler, and device drivers) execute in one address space."", ""C"": ""It is highly robust because if any part of the kernel fails, the rest of the system is unaffected."", ""D"": ""Communication between kernel components is fast because it can be done via simple function calls or direct memory reads/writes.""}",1,-0.5
237,9,MULTI_MCQ,Which of the following operations typically require execution in kernel mode to ensure system stability and security?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling hardware interrupts"", ""B"": ""Reading the system time-of-day clock"", ""C"": ""Modifying the page table or memory map"", ""D"": ""Setting the system time-of-day clock""}",1,0
238,9,MULTI_MCQ,Which of the following are recognized trade-offs and characteristics when comparing monolithic kernels to microkernels?,"[""A"", ""B"", ""D""]","{""A"": ""Monolithic kernels generally offer higher performance because components communicate directly in a single address space without IPC overhead."", ""B"": ""Microkernels are more robust because a crash in a user-mode service (such as a file system) does not bring down the entire system."", ""C"": ""Monolithic kernels are easier to formally verify due to their unified structure and lack of message-passing interfaces."", ""D"": ""Microkernels typically suffer from performance overhead due to the high volume of inter-process communication (IPC) required between isolated servers.""}",1,0
241,9,MULTI_MCQ,"Which of the following statements accurately describe the distinctions, advantages, or limitations of running code in Kernel Mode versus User Mode?","[""A"", ""C""]","{""A"": ""Code running in kernel mode has full read/write access to any part of memory and full access to CPU's privileged instructions, such as disabling interrupts."", ""B"": ""User-mode processes are isolated from other processes and cannot directly access privileged instructions, but they can still directly modify the system's memory map to optimize performance."", ""C"": ""Splitting the operating system into user and kernel modes improves system reliability because a crash in a user-mode process can be handled and restarted without bringing down the entire system."", ""D"": ""Transitioning through the kernel-user mode boundary is computationally cheap and carries negligible performance overhead.""}",1.1,0.5
242,9,MULTI_MCQ,"When comparing Monolithic Kernels and Microkernels, which of the following statements are correct regarding their design trade-offs and characteristics?","[""A"", ""C""]","{""A"": ""Monolithic kernels execute all kernel components (such as the file system, scheduler, and device drivers) in a single address space, which makes communication between components fast."", ""B"": ""Microkernels provide only basic functionality in the kernel, running services like file access and device I/O as separate servers in user-mode, which reduces the IPC (Inter-Process Communication) overhead compared to monolithic kernels."", ""C"": ""A failure in a monolithic kernel component can potentially crash the entire system, whereas in a microkernel design, servers can fail or crash without bringing down the entire system."", ""D"": ""Microkernels are generally larger and more complex than monolithic kernels, making them harder to test, debug, and formally verify.""}",1.1,0.5
246,9,MULTI_MCQ,"In the context of operating system design and processor execution modes, which of the following statements correctly identify the privileges of Kernel Mode or the trade-offs of splitting execution into User and Kernel modes?","[""B"", ""C""]","{""A"": ""Reading the time of day clock is a privileged operation that must be restricted solely to Kernel Mode to prevent user-space corruption."", ""B"": ""Disabling interrupts and changing the memory map are critical operations that must be restricted to Kernel Mode."", ""C"": ""Splitting the operating system into user and kernel modes improves system reliability because a crash in a user-mode process can be handled without bringing down the entire system."", ""D"": ""Transitioning between User Mode and Kernel Mode is a low-overhead operation because modern processors eliminate the performance cost of interrupts.""}",1.2,1
247,9,MULTI_MCQ,"When comparing monolithic, microkernel, and hybrid operating system kernel architectures, which of the following statements are correct?","[""A"", ""B"", ""D""]","{""A"": ""In a monolithic kernel, all kernel components execute within a single address space, which enhances performance by allowing fast communication via direct function calls or memory access."", ""B"": ""Microkernels achieve high robustness because services like file systems and device drivers run as isolated user-mode processes, meaning they can crash and restart without bringing down the entire system."", ""C"": ""Hybrid kernels, such as Windows NT, completely eliminate the risk of system-wide crashes (like the blue screen of death) by running all components in isolated user-space servers."", ""D"": ""The primary performance disadvantage of microkernels is the high overhead associated with the large volume of interprocess communication (IPC) required between separate servers.""}",1.2,1
273,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""A"", ""B"", ""C""]","{""A"": ""Improved protection, because code running in kernel mode can cause a lot of damage if it is corrupted or misconfigured."", ""B"": ""Increased reliability, because a process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Enhanced security, because isolating applications in user space restricts the damage a malicious program can do."", ""D"": ""Significantly faster performance, because transitioning between kernel and user mode has zero overhead.""}",1,-1
274,9,MULTI_MCQ,Which of the following are characteristics of a Monolithic Kernel?,"[""A"", ""B"", ""D""]","{""A"": ""The kernel runs as a single executable with its own address space."", ""B"": ""All parts of the kernel (such as the file system, scheduler, and device drivers) execute in one address space."", ""C"": ""It is a minimal kernel providing only very basic functionality, with separate servers running as processes in user-mode."", ""D"": ""If any part of the kernel fails, the whole system may crash.""}",1,-1
278,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""A"", ""B"", ""D""]","{""A"": ""Improved protection, as code running in user mode cannot directly access or corrupt critical kernel memory."", ""B"": ""Increased reliability, because a process running in user mode can crash and be restarted without bringing down the entire system."", ""C"": ""Enhanced performance, since transitioning between user mode and kernel mode is extremely fast and has zero overhead."", ""D"": ""Better security, because isolating applications in user space restricts the damage a malicious program can do.""}",1,-0.5
279,9,MULTI_MCQ,"According to typical operating system characteristics, which of the following resources are managed by the OS to ensure they are used efficiently and safely?","[""A"", ""B"", ""C"", ""D""]","{""A"": ""Processors (such as CPU cores and SMT/Hyper-threading features)"", ""B"": ""Memory (such as DRAM, caches, and swap space)"", ""C"": ""I/O Devices (such as displays, keyboards, and network cards)"", ""D"": ""Persistent Storage (such as HDDs, SSDs, and tape)""}",1,-0.5
283,9,MULTI_MCQ,Which of the following are characteristics or capabilities of operating in Kernel Mode?,"[""A"", ""B"", ""D""]","{""A"": ""Read/write access to any part of system memory."", ""B"": ""Ability to execute CPU privileged instructions, such as disabling interrupts."", ""C"": ""Automatic isolation from other processes to prevent a crash from affecting the system."", ""D"": ""Direct, unrestricted access to all connected hardware devices.""}",1,0
284,9,MULTI_MCQ,Which of the following are recognized advantages of a monolithic kernel design?,"[""B"", ""C""]","{""A"": ""High robustness, as a failure in a component like a device driver does not crash the entire system."", ""B"": ""Fast communication between kernel components, as they all execute within the same address space."", ""C"": ""Ease of writing new kernel components because they can directly access required data and other components."", ""D"": ""Minimal complexity, making it highly tractable for a single developer to formally verify.""}",1,0
287,9,MULTI_MCQ,Which of the following actions must be strictly restricted to running in Kernel Mode to ensure system protection and prevent a single process from corrupting or destabilizing the entire system?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Reading the current time of day clock"", ""C"": ""Modifying the system's memory map"", ""D"": ""Setting the system's time of day""}",1.1,0.5
288,9,MULTI_MCQ,"When comparing monolithic kernels to microkernels, which of the following statements accurately describe their respective trade-offs and design characteristics?","[""A"", ""B""]","{""A"": ""Monolithic kernels typically achieve higher performance because their components share a single address space, eliminating the need for expensive inter-process communication (IPC)."", ""B"": ""Microkernels provide better system robustness because services like device drivers run in user-mode and can fail or restart without crashing the entire operating system."", ""C"": ""Monolithic kernels simplify the process of proving system correctness because all components are tightly integrated into a single executable."", ""D"": ""Microkernels minimize inter-process communication (IPC) overhead by executing file systems and device drivers directly within the core kernel space.""}",1.1,0.5
291,9,MULTI_MCQ,"Which of the following statements correctly describe the privileges, restrictions, or performance characteristics associated with User Mode and Kernel Mode operations?","[""A"", ""B""]","{""A"": ""A process running in user mode can read the time of day clock directly, but is restricted from setting the system time of day."", ""B"": ""Disabling interrupts is restricted to kernel mode because interrupts are critical to core kernel operations like scheduling and device management."", ""C"": ""Changing the memory map is a safe operation allowed in user mode under virtual machine supervision to prevent process corruption."", ""D"": ""Transitions between user mode and kernel mode are computationally inexpensive because they do not require hardware interrupts.""}",1.2,1
292,9,MULTI_MCQ,"Which of the following statements accurately analyze the architectural trade-offs between monolithic kernels, microkernels, and hybrid kernels?","[""A"", ""B""]","{""A"": ""Monolithic kernels run all components in a single address space, which makes communication between components fast but reduces robustness because a failure in one part can crash the entire system."", ""B"": ""Microkernels improve system robustness by running services like file systems and device drivers as separate user-mode processes, though this introduces performance overhead due to the high volume of inter-process communication (IPC) required."", ""C"": ""Hybrid kernels completely eliminate the need for inter-process communication (IPC) by executing all user applications and system servers within the same kernel address space."", ""D"": ""Monolithic kernels are structurally simpler to test and formally verify than microkernels because they do not rely on modular abstractions or separate server processes.""}",1.2,1
321,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Protection: Code running in kernel mode is restricted from causing system-wide damage."", ""B"": ""Reliability: A process running in user mode can crash and be restarted without bringing down the entire system."", ""C"": ""Security: Isolating applications as processes running in user space restricts the damage a malicious program can do."", ""D"": ""Performance: Transitions between user mode and kernel mode are extremely fast and eliminate overhead.""}",1,-1
322,9,MULTI_MCQ,Which of the following books are recommended as general operating systems books?,"[""A"", ""B""]","{""A"": ""Operating Systems: 3 Easy Pieces"", ""B"": ""Modern Operating Systems by Tanenbaum"", ""C"": ""Understanding the Linux Kernel by Bovet & Cesati"", ""D"": ""Inside Microsoft Windows 2000 by Solomon & Russinovich""}",1,-1
326,9,MULTI_MCQ,Which of the following are advantages of splitting an operating system into user mode and kernel mode?,"[""B"", ""C""]","{""A"": ""Improved protection, as code running in kernel mode is restricted from causing damage to user-mode processes."", ""B"": ""Enhanced reliability, since a process running in user-mode can crash and be restarted without bringing down the entire system."", ""C"": ""Increased security, because isolating applications in user space restricts the damage a malicious program can do."", ""D"": ""Significantly reduced performance overhead, because transitions between user and kernel mode are extremely cheap.""}",1,-0.5
327,9,MULTI_MCQ,Which of the following characteristics are typical of a monolithic kernel design?,"[""A"", ""B"", ""D""]","{""A"": ""The entire kernel executes as a single executable within its own address space."", ""B"": ""All components (such as the file system, scheduler, and device drivers) run in the same address space."", ""C"": ""It is highly robust because if any part of the kernel fails, only that specific component crashes while the rest of the system remains unaffected."", ""D"": ""Communication between kernel components is fast because it can be done via simple function calls or direct memory reads/writes.""}",1,-0.5
331,9,MULTI_MCQ,Which of the following operations should be restricted to executing strictly in kernel mode to ensure system protection and stability?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling hardware interrupts"", ""B"": ""Reading the time of day clock"", ""C"": ""Modifying the system memory map"", ""D"": ""Setting the system time of day""}",1,0
332,9,MULTI_MCQ,"When comparing monolithic kernels and microkernels, which of the following statements accurately describe their respective trade-offs?","[""A"", ""B"", ""D""]","{""A"": ""Monolithic kernels typically offer faster communication between components because all parts execute in a single address space."", ""B"": ""Microkernels provide better robustness because individual servers can crash and be restarted without taking down the entire operating system."", ""C"": ""Monolithic kernels are easier to test and formally verify because all components are tightly integrated."", ""D"": ""Microkernels suffer from increased performance overhead due to the high volume of inter-process communication (IPC) required between isolated servers.""}",1,0
335,9,MULTI_MCQ,Which of the following statements accurately describe the trade-offs and characteristics of monolithic kernels and microkernels?,"[""A"", ""B"", ""D""]","{""A"": ""In a monolithic kernel, all parts of the kernel execute in a single address space, which makes communication between components fast but reduces robustness because a failure in one component can crash the entire system."", ""B"": ""Microkernels improve robustness by running services like file systems and device drivers as user-mode processes, meaning these servers can fail or crash without bringing down the entire system."", ""C"": ""Hybrid kernels completely eliminate inter-process communication (IPC) overhead by running all user-level servers with the same performance as monolithic kernels."", ""D"": ""Monolithic kernels are generally more complex and harder to prove correct than microkernels because of the lack of separation between their components.""}",1.1,0.5
336,9,MULTI_MCQ,"When analyzing the division of an operating system into User Mode and Kernel Mode, which of the following statements are correct?","[""A"", ""C""]","{""A"": ""Disabling all interrupts and changing the memory map are privileged operations that should only be allowed in kernel mode to prevent user processes from corrupting the system."", ""B"": ""Reading the time of day clock is a strictly privileged instruction that can only be executed when the CPU is running in kernel mode."", ""C"": ""Running processes in user mode provides protection and security because user-mode processes are isolated and cannot directly access privileged CPU instructions or hardware."", ""D"": ""Transitioning between user mode and kernel mode is a zero-overhead operation because modern processors handle mode switches entirely in hardware.""}",1.1,0.5
340,9,MULTI_MCQ,"Which of the following statements correctly evaluate the architectural trade-offs and characteristics of monolithic, microkernel, and hybrid kernel designs?","[""A"", ""B""]","{""A"": ""Monolithic kernels achieve high performance because all components execute within a single address space, allowing fast communication via direct function calls and memory access."", ""B"": ""Microkernels improve system robustness by running services like file systems and device drivers as isolated user-mode processes, though this introduces significant inter-process communication (IPC) overhead."", ""C"": ""Hybrid kernels completely avoid running any server components in kernel space, instead executing all servers in user space to achieve absolute isolation."", ""D"": ""Monolithic kernels are easier to formally verify and test in isolation compared to microkernels because of their unified structure.""}",1.2,1
341,9,MULTI_MCQ,Which of the following actions or instructions must be restricted exclusively to execution in kernel mode to maintain system security and stability?,"[""A"", ""C"", ""D""]","{""A"": ""Disabling all CPU interrupts to prevent preemption during critical operations."", ""B"": ""Reading the system's time-of-day clock to obtain a timestamp."", ""C"": ""Changing the system's memory map to alter address translation."", ""D"": ""Setting the system's time-of-day clock to synchronize the system time.""}",1.2,1
110,9,OPEN,"What are the two primary modes of operation in an operating system, and how do they differ in terms of hardware access?","""The two primary modes of operation are kernel mode and user mode. Kernel mode operates with elevated privileges, granting full access to all hardware, memory, and CPU instructions. In contrast, user mode is unprivileged, meaning processes cannot directly access hardware or execute privileged instructions and must instead use system calls to request services from the kernel.""",null,1,-1
115,9,OPEN,Explain why it is infeasible to build an operating system that is completely portable to different system architectures without any modification.,"""By definition, an operating system must interact directly with the underlying hardware. Because of this, it necessarily contains low-level code that depends on the specific characteristics of the processor architecture, such as its instruction set and memory management system. Therefore, an operating system cannot be run on a completely different architecture without at least some platform-specific modifications.""",null,1,-0.5
120,9,OPEN,"What are the primary trade-offs in terms of protection, reliability, and performance when designing an operating system that splits execution into user mode and kernel mode?","""Splitting execution into user and kernel modes enhances protection and reliability by isolating user-space processes so that crashes or malicious actions cannot easily corrupt kernel memory or bring down the entire system. However, this design introduces a performance penalty because transitions across the user-kernel boundary (such as handling interrupts or system calls) are expensive. Additionally, it restricts programmers to using the abstraction interfaces provided by the OS rather than allowing direct hardware access.""",null,1,0
124,9,OPEN,Explain how the architectural differences between monolithic kernels and microkernels lead to their respective trade-offs in performance and robustness.,"""Monolithic kernels execute all components, such as file systems and device drivers, within a single address space, which maximizes performance by enabling fast direct communication but reduces robustness because a failure in any single component can crash the entire system. In contrast, microkernels run these services as separate processes in user-mode, which enhances robustness by isolating failures so a crashed server can be restarted without bringing down the system, but this design introduces significant performance overhead due to the extensive inter-process communication required.""",null,1.1,0.5
125,9,OPEN,"Why is it impossible to build an operating system that is highly portable without any code modification, and how do operating systems resolve this design challenge to achieve portability?","""Complete portability without modification is impossible because an operating system must interact directly with hardware, meaning it inevitably contains code dependent on specific processor architectures, instruction sets, and memory management systems. To resolve this, portable operating systems are split into a platform-specific part that handles low-level hardware interactions and must be rewritten for new platforms, and a platform-independent part that implements general OS functionality and can simply be recompiled for the new architecture.""",null,1.1,0.5
129,9,OPEN,Evaluate the architectural consequences of a critical device driver failure in a monolithic kernel versus a microkernel design. Justify which architecture provides superior robustness in this scenario and explain the associated performance trade-off.,"""In a monolithic kernel, all components, including device drivers, execute within a single address space in kernel mode. Consequently, a driver failure can corrupt kernel memory and crash the entire system. In contrast, a microkernel runs device drivers as separate servers in user mode, allowing a crashed driver to be isolated and restarted without bringing down the system, which provides superior robustness. However, this robustness comes at the cost of performance, as the microkernel requires significant inter-process communication (IPC) overhead to facilitate interaction between these isolated servers.""",null,1.2,1
130,9,OPEN,Explain why it is fundamentally infeasible to design an operating system that is highly portable across different processor architectures without any code modification. Describe how a highly portable operating system architecture can be structured to minimize the effort required to port it to a new platform.,"""An operating system must interact directly with hardware, meaning it inherently contains code that depends on processor-specific details like instruction sets and memory management systems, making zero-modification portability impossible. To minimize porting effort, a highly portable OS divides its design into a platform-specific part and a platform-independent part. The platform-specific part contains all architecture-dependent code and exposes an API, while the platform-independent part implements general OS functionality using this API. When porting to a new architecture, only the platform-specific layer needs to be rewritten, while the rest of the OS can simply be recompiled.""",null,1.2,1
162,9,OPEN,What are the primary advantages of splitting an operating system into user mode and kernel mode?,"""Splitting an operating system into user mode and kernel mode provides three primary advantages: protection, reliability, and security. Protection prevents user-level applications from executing privileged instructions that could corrupt memory or crash the system. Reliability ensures that if a user-mode process crashes, it can be restarted without bringing down the entire operating system. Security isolates applications in their own user spaces, restricting the potential damage a malicious program can cause.""",null,1,-1
165,9,OPEN,Why is it infeasible to build an operating system that is portable to different system architectures without any modification?,"""An operating system must interact directly with the underlying hardware by definition. Because of this, it inevitably contains code that depends on the specific details of the processor architecture, such as its instruction set and memory management system, making complete portability without modification impossible.""",null,1,-0.5
